substance,T2star_ms,sigma_T2star_ms
CuSO4,0.9113843980862008,0.2219393164114948
CuSO4-H2O,734.247576238462,176283.59243440733
H2O,2.0454122167211253,1.2353484026163002
Polystyrene,0.21958745524674422,0.08528555173580532
Glycerin,0.8111554558216783,0.12135976524376631
PTFE,0.29795304070576206,0.01319682514357223
