max_wavelength,lower_bound,upper_bound,wavelength_unc
438,433.41995607131554,440.35128803048775,3.465665979586106
466,458.06298226699266,484.2851360376095,13.111076885308421
506,496.1123394696986,519.5900567983882,11.738858664344804
519,506.8122559415448,534.2257475663354,13.706745812395297
569,557.4230227444494,582.0379921863101,12.307484720930347
592,583.933234898619,598.5411363720104,7.303950736695697
611,602.7215301960043,616.8223884985221,7.050429151258868
639,627.1082607749022,644.9518540169136,8.921796621005683
651,640.6162778923479,659.8540965630195,9.618909335335843
