Model: ,Oscilloscope DSO-X 2004A
Serial Number:,MY52491735
Address: ,USBInstrument2
Date: ,2026-03-04 13:36:17

Analog Sample Count:,960,

Setup Text Information:,
ANALOG,,,,,,TRIGGER,,,HORIZONTAL,,,ACQUISITION,,,MEASUREMENTS,,,,,,,,,,,,
Ch 1,,,Ch 2,,,,,,,,,,,,Frequency(1),,,Frequency(2),,,Pk-Pk(1),,,Pk-Pk(2),,,
Scale,100 mV/,,Scale,980 mV/,,Sweep Mode,Auto,,Mode,MAIN,,Mode,HRES,,Cur,3647,,Cur,No signal,,Cur,0.179,,Cur,0.98,,
Pos,0 V,,Pos,11.75 mV,,Coup,DC,,Ref,CENT,,Realtime,On,,,,,,,,,,,,,,
Coup,DC,,Coup,DC,,Noise Rej,Off,,Main Scale,280 µs/,,Vectors,On,,,,,,,,,,,,,,
BW,Off,,BW,Off,,HF Rej,Off,,Main Delay,-2.08 ms,,Persistence,Off,,,,,,,,,,,,,,
Inv,Off,,Inv,Off,,Holdoff,40.0 ns,,,,,,,,,,,,,,,,,,,,
Imp,1M Ohm,,Imp,1M Ohm,,Mode,EDGE,,,,,,,,,,,,,,,,,,,,
Probe,1 : 1,,Probe,1 : 1,,Source,Ch 2,,,,,,,,,,,,,,,,,,,,
Skew,0 s,,Skew,0 s,,Slope,POS,,,,,,,,,,,,,,,,,,,,
,,,,,,Level,1.0625 V,,,,,,,,,,,,,,,,,,,,

Analog Channels,,,,,
Sample Number,Time (s),1 (VOLT),2 (VOLT),,
27,-0.00340229171,0.0030150756938383,-0.0941294212825596,,
28,-0.003399375045,0.00251256307819858,-0.091667109169066,,
29,-0.00339645838,0.00251256307819858,-0.0842801728285849,,
30,-0.003393541715,0.00201005046255887,-0.0892047970555723,,
31,-0.00339062505,0.00226130677037872,-0.0818178607150912,,
32,-0.003387708385,0.00150753784691915,-0.0768932364881039,,
33,-0.00338479172,0.00125628153909929,-0.0768932364881039,,
34,-0.003381875055,0.00201005046255887,-0.0768932364881039,,
35,-0.00337895839,0.00150753784691915,-0.0793555486015975,,
36,-0.003376041725,0.00125628153909929,-0.0744309243746102,,
37,-0.00337312506,0.00150753784691915,-0.0719686122611165,,
38,-0.003370208395,0.000753768923459575,-0.0744309243746102,,
39,-0.00336729173,0.000753768923459575,-0.0768932364881039,,
40,-0.003364375065,0.00100502523127943,-0.0719686122611165,,
41,-0.0033614584,0.00125628153909929,-0.0695063001476228,,
42,-0.003358541735,0.00100502523127943,-0.0695063001476228,,
43,-0.00335562507,0.000502512615639716,-0.0719686122611165,,
44,-0.003352708405,0.000251256307819858,-0.0695063001476228,,
45,-0.00334979174,0.000251256307819858,-0.0695063001476228,,
46,-0.003346875075,-0.000251256307819858,-0.0695063001476228,,
47,-0.00334395841,0.000251256307819858,-0.0670439880341291,,
48,-0.003341041745,-0.000753768923459575,-0.0670439880341291,,
49,-0.00333812508,-0.00150753784691915,-0.0670439880341291,,
50,-0.003335208415,-0.00175879415473901,-0.0670439880341291,,
51,-0.00333229175,-0.00201005046255887,-0.0621193638071418,,
52,-0.003329375085,-0.00201005046255887,-0.0645816759206355,,
53,-0.00332645842,-0.00276381938601844,-0.0645816759206355,,
54,-0.003323541755,-0.0030150756938383,-0.0621193638071418,,
55,-0.00332062509,-0.00326633200165816,-0.0596570516936481,,
56,-0.003317708425,-0.00452261354075745,-0.0571947395801544,,
57,-0.00331479176,-0.00477386984857731,-0.0621193638071418,,
58,-0.003311875095,-0.00477386984857731,-0.0596570516936481,,
59,-0.00330895843,-0.00577889507985674,-0.0547324274666607,,
60,-0.003306041765,-0.00577889507985674,-0.0498078032396734,,
61,-0.0033031251,-0.00628140769549645,-0.0498078032396734,,
62,-0.003300208435,-0.00703517661895603,-0.0498078032396734,,
63,-0.00329729177,-0.00753768923459575,-0.044883179012686,,
64,-0.003294375105,-0.00829145815805532,-0.044883179012686,,
65,-0.00329145844,-0.00854271446587518,-0.0424208668991923,,
66,-0.003288541775,-0.00954773969715461,-0.0399585547856987,,
67,-0.00328562511,-0.00929648338933475,-0.0399585547856987,,
68,-0.003282708445,-0.0090452270815149,-0.0498078032396734,,
69,-0.00327979178,-0.00979899600497447,-0.0424208668991923,,
70,-0.003276875115,-0.0100502523127943,-0.0350339305587113,,
71,-0.00327395845,-0.0103015086206142,-0.0399585547856987,,
72,-0.003271041785,-0.010552764928434,-0.0399585547856987,,
73,-0.00326812512,-0.0113065338518936,-0.0350339305587113,,
74,-0.003265208455,-0.0123115590831731,-0.0325716184452176,,
75,-0.00326229179,-0.0133165843144525,-0.0301093063317239,,
76,-0.003259375125,-0.0138190969300922,-0.0325716184452176,,
77,-0.00325645846,-0.0148241221613716,-0.0325716184452176,,
78,-0.003253541795,-0.0150753784691915,-0.0276469942182302,,
79,-0.00325062513,-0.0155778910848312,-0.0301093063317239,,
80,-0.003247708465,-0.0168341726239305,-0.0276469942182302,,
81,-0.0032447918,-0.0173366852395702,-0.0276469942182302,,
82,-0.003241875135,-0.0178391978552099,-0.0276469942182302,,
83,-0.00323895847,-0.0190954793943092,-0.0276469942182302,,
84,-0.003236041805,-0.0201005046255887,-0.0251846821047366,,
85,-0.00323312514,-0.0213567861646879,-0.0251846821047366,,
86,-0.003230208475,-0.0213567861646879,-0.0251846821047366,,
87,-0.00322729181,-0.0223618113959674,-0.0227223699912429,,
88,-0.003224375145,-0.0233668366272468,-0.0202600578777492,,
89,-0.00322145848,-0.0241206055507064,-0.0202600578777492,,
90,-0.003218541815,-0.024874374474166,-0.0227223699912429,,
91,-0.00321562515,-0.0258793997054454,-0.0202600578777492,,
92,-0.003212708485,-0.0261306560132653,-0.0177977457642555,,
93,-0.00320979182,-0.0276381938601844,-0.0177977457642555,,
94,-0.003206875155,-0.0288944753992837,-0.0153354336507618,,
95,-0.00320395849,-0.0309045258618426,-0.0153354336507618,,
96,-0.003201041825,-0.0311557821696624,-0.0104108094237745,,
97,-0.00319812516,-0.0326633200165816,-0.0128731215372682,,
98,-0.003195208495,-0.0331658326322213,-0.0104108094237745,,
99,-0.00319229183,-0.0349246267869603,-0.0104108094237745,,
100,-0.003189375165,-0.0361809083260596,-0.0128731215372682,,
101,-0.0031864585,-0.0374371898651589,-0.00548618519678712,,
102,-0.003183541835,-0.0391959840198979,-0.00302387308329344,,
103,-0.00318062517,-0.0402010092511773,-0.00302387308329344,,
104,-0.003177708505,-0.042462316021556,-0.000561560969799757,,
105,-0.00317479184,-0.0437185975606553,0.00190075114369392,,
106,-0.003171875175,-0.0454773917153943,0.0043630632571876,,
107,-0.00316895851,-0.0467336732544936,0.00190075114369392,,
108,-0.003166041845,-0.0469849295623135,0.0043630632571876,,
109,-0.00316312518,-0.0489949800248723,0.00190075114369392,,
110,-0.003160208515,-0.0505025178717915,0.00682537537068129,,
111,-0.00315729185,-0.0512562867952511,0.0043630632571876,,
112,-0.003154375185,-0.0525125683343504,0.00928768748417497,,
113,-0.00315145852,-0.0535175935656298,0.00682537537068129,,
114,-0.003148541855,-0.0542713624890894,0.00682537537068129,,
115,-0.00314562519,-0.0545226187969092,0.0117499995976686,,
116,-0.003142708525,-0.0557789003360085,0.00928768748417497,,
117,-0.00313979186,-0.0570351818751078,0.00928768748417497,,
118,-0.003136875195,-0.0580402071063872,0.00928768748417497,,
119,-0.00313395853,-0.0590452323376667,0.00928768748417497,,
120,-0.003131041865,-0.060301513876766,0.0117499995976686,,
121,-0.0031281252,-0.0613065391080454,0.0117499995976686,,
122,-0.003125208535,-0.0625628206471447,0.0117499995976686,,
123,-0.00312229187,-0.0640703584940638,0.0117499995976686,,
124,-0.003119375205,-0.0640703584940638,0.0117499995976686,,
125,-0.00311645854,-0.0663316652644426,0.0117499995976686,,
126,-0.003113541875,-0.0670854341879021,0.0117499995976686,,
127,-0.00311062521,-0.0683417157270014,0.0117499995976686,,
128,-0.003107708545,-0.0693467409582809,0.0117499995976686,,
129,-0.00310479188,-0.0706030224973802,0.0142123117111623,,
130,-0.003101875215,-0.0716080477286596,0.016674623824656,,
131,-0.00309895855,-0.0728643292677589,0.016674623824656,,
132,-0.003096041885,-0.0733668418833986,0.016674623824656,,
133,-0.00309312522,-0.0746231234224979,0.016674623824656,,
134,-0.003090208555,-0.0741206108068582,0.0215992480516434,,
135,-0.00308729189,-0.0748743797303177,0.0265238722786307,,
136,-0.003084375225,-0.0751256360381376,0.0289861843921244,,
137,-0.00308145856,-0.0751256360381376,0.0240615601651371,,
138,-0.003078541895,-0.076130661269417,0.0240615601651371,,
139,-0.00307562523,-0.0766331738850567,0.0240615601651371,,
140,-0.003072708565,-0.0763819175772369,0.0289861843921244,,
141,-0.0030697919,-0.0763819175772369,0.0339108086191118,,
142,-0.003066875235,-0.0771356865006965,0.0314484965056181,,
143,-0.00306395857,-0.0768844301928766,0.0363731207326055,,
144,-0.003061041905,-0.0771356865006965,0.0339108086191118,,
145,-0.00305812524,-0.0766331738850567,0.0363731207326055,,
146,-0.003055208575,-0.0766331738850567,0.0363731207326055,,
147,-0.00305229191,-0.0753768923459575,0.0388354328460991,,
148,-0.003049375245,-0.0758794049615972,0.0437600570730865,,
149,-0.00304645858,-0.0748743797303177,0.0412977449595928,,
150,-0.003043541915,-0.0746231234224979,0.0412977449595928,,
151,-0.00304062525,-0.0738693544990383,0.0462223691865802,,
152,-0.003037708585,-0.0721105603442993,0.0462223691865802,,
153,-0.00303479192,-0.0718593040364794,0.0486846813000739,,
154,-0.003031875255,-0.0703517661895603,0.0462223691865802,,
155,-0.00302895859,-0.069095484650461,0.0486846813000739,,
156,-0.003026041925,-0.0670854341879021,0.0486846813000739,,
157,-0.00302312526,-0.0660804089566227,0.0486846813000739,,
158,-0.003020208595,-0.0645728711097036,0.0511469934135675,,
159,-0.00301729193,-0.062060308031505,0.0486846813000739,,
160,-0.003014375265,-0.0597990012611263,0.0486846813000739,,
161,-0.0030114586,-0.0575376944907475,0.0511469934135675,,
162,-0.003008541935,-0.0555276440281887,0.0511469934135675,,
163,-0.00300562527,-0.0522613120265305,0.0511469934135675,,
164,-0.003002708605,-0.0489949800248723,0.0511469934135675,,
165,-0.00299979194,-0.0454773917153943,0.0511469934135675,,
166,-0.002996875275,-0.0434673412528355,0.0536093055270612,,
167,-0.00299395861,-0.0391959840198979,0.0560716176405549,,
168,-0.002991041945,-0.0356783957104199,0.0585339297540486,,
169,-0.00298812528,-0.0324120637087617,0.0585339297540486,,
170,-0.002985208615,-0.0293969880149234,0.0585339297540486,,
171,-0.00298229195,-0.024874374474166,0.0609962418675423,,
172,-0.002979375285,-0.0221105550881475,0.0585339297540486,,
173,-0.00297645862,-0.0178391978552099,0.0585339297540486,,
174,-0.002973541955,-0.0135678406222723,0.0609962418675423,,
175,-0.00297062529,-0.010552764928434,0.070845490321517,,
176,-0.002967708625,-0.00703517661895603,0.0683831782080233,,
177,-0.00296479196,-0.0030150756938383,0.0609962418675423,,
178,-0.002961875295,0.00150753784691915,0.070845490321517,,
179,-0.00295895863,0.00477386984857731,0.0733078024350107,,
180,-0.002956041965,0.00929648338933475,0.0733078024350107,,
181,-0.0029531253,0.0138190969300922,0.0733078024350107,,
182,-0.002950208635,0.0178391978552099,0.078232426661998,,
183,-0.00294729197,0.0226130677037872,0.0806947387754917,,
184,-0.002944375305,0.028391962783644,0.078232426661998,,
185,-0.00294145864,0.0324120637087617,0.0831570508889854,,
186,-0.002938541975,0.0376884461729787,0.0831570508889854,,
187,-0.00293562531,0.0422110597137362,0.0806947387754917,,
188,-0.002932708645,0.0474874421779532,0.0831570508889854,,
189,-0.00292979198,0.0520100557187106,0.0831570508889854,,
190,-0.002926875315,0.0560301566438284,0.0856193630024791,,
191,-0.00292395865,0.0608040264924057,0.0880816751159728,,
192,-0.002921041985,0.0643216148018837,0.0856193630024791,,
193,-0.00291812532,0.0688442283426411,0.0856193630024791,,
194,-0.002915208655,0.0731155855755787,0.0880816751159728,,
195,-0.00291229199,0.0753768923459575,0.0905439872294664,,
196,-0.002909375325,0.0798995058867149,0.0880816751159728,,
197,-0.00290645866,0.0824120689649135,0.0880816751159728,,
198,-0.002903541995,0.0854271446587518,0.0930062993429601,,
199,-0.00290062533,0.0874371951213107,0.0880816751159728,,
200,-0.002897708665,0.090452270815149,0.0954686114564538,,
201,-0.002894792,0.0924623212777078,0.0905439872294664,,
202,-0.002891875335,0.0942211154324468,0.0930062993429601,,
203,-0.00288895867,0.095728653279366,0.0930062993429601,,
204,-0.002886042005,0.0977387037419248,0.0954686114564538,,
205,-0.00288312534,0.0984924726653844,0.0979309235699475,,
206,-0.002880208675,0.0994974978966638,0.0954686114564538,,
207,-0.00287729201,0.100753779435763,0.0979309235699475,,
208,-0.002874375345,0.101005035743583,0.100393235683441,,
209,-0.00287145868,0.100753779435763,0.100393235683441,,
210,-0.002868542015,0.0997487542044837,0.102855547796935,,
211,-0.00286562535,0.0977387037419248,0.102855547796935,,
212,-0.002862708685,0.0969849348184653,0.107780172023922,,
213,-0.00285979202,0.0949748843559064,0.107780172023922,,
214,-0.002856875355,0.0927135775855277,0.11270479625091,,
215,-0.00285395869,0.0902010145073291,0.107780172023922,,
216,-0.002851042025,0.0874371951213107,0.105317859910429,,
217,-0.00284812536,0.0846733757352922,0.11270479625091,,
218,-0.002845208695,0.0809045311179943,0.117629420477897,,
219,-0.00284229203,0.0773869428085163,0.117629420477897,,
220,-0.002839375365,0.0731155855755787,0.115167108364403,,
221,-0.0028364587,0.0688442283426411,0.117629420477897,,
222,-0.002833542035,0.0648241274175234,0.125016356818378,,
223,-0.00283062537,0.0610552828002255,0.125016356818378,,
224,-0.002827708705,0.0565326692594681,0.117629420477897,,
225,-0.00282479204,0.0517587994108908,0.120091732591391,,
226,-0.002821875375,0.0452261354075745,0.125016356818378,,
227,-0.00281895871,0.0399497529433575,0.122554044704884,,
228,-0.002816042045,0.0349246267869603,0.127478668931872,,
229,-0.00281312538,0.028391962783644,0.127478668931872,,
230,-0.002810208715,0.0228643240116071,0.125016356818378,,
231,-0.00280729205,0.0173366852395702,0.127478668931872,,
232,-0.002804375385,0.0103015086206142,0.125016356818378,,
233,-0.00280145872,0.00351758830947801,0.127478668931872,,
234,-0.002798542055,-0.00175879415473901,0.129940981045365,,
235,-0.00279562539,-0.0077889455424156,0.127478668931872,,
236,-0.002792708725,-0.0133165843144525,0.129940981045365,,
237,-0.00278979206,-0.0183417104708496,0.127478668931872,,
238,-0.002786875395,-0.024874374474166,0.129940981045365,,
239,-0.00278395873,-0.030150756938383,0.129940981045365,,
240,-0.002781042065,-0.0349246267869603,0.129940981045365,,
241,-0.0027781254,-0.0404522655589972,0.132403293158859,,
242,-0.002775208735,-0.0449748790997546,0.134865605272353,,
243,-0.00277229207,-0.0482412111014128,0.129940981045365,,
244,-0.002769375405,-0.0527638246421702,0.132403293158859,,
245,-0.00276645874,-0.0562814129516482,0.134865605272353,,
246,-0.002763542075,-0.0595477449533064,0.137327917385846,,
247,-0.00276062541,-0.0628140769549645,0.13979022949934,,
248,-0.002757708745,-0.0650753837253433,0.137327917385846,,
249,-0.00275479208,-0.0668341778800823,0.137327917385846,,
250,-0.002751875415,-0.0670854341879021,0.13979022949934,,
251,-0.00274895875,-0.069095484650461,0.137327917385846,,
252,-0.002746042085,-0.0695979972661007,0.142252541612834,,
253,-0.00274312542,-0.0680904594191816,0.149639477953315,,
254,-0.002740208755,-0.0680904594191816,0.152101790066808,,
255,-0.00273729209,-0.0660804089566227,0.149639477953315,,
256,-0.002734375425,-0.0648241274175234,0.149639477953315,,
257,-0.00273145876,-0.0618090517236851,0.152101790066808,,
258,-0.002728542095,-0.0592964886454865,0.149639477953315,,
259,-0.00272562543,-0.0550251314125489,0.157026414293796,,
260,-0.002722708765,-0.0515075431030709,0.157026414293796,,
261,-0.0027197921,-0.0454773917153943,0.154564102180302,,
262,-0.002716875435,-0.0409547781746369,0.15948872640729,,
263,-0.00271395877,-0.0349246267869603,0.164413350634277,,
264,-0.002711042105,-0.0306532695540227,0.161951038520783,,
265,-0.00270812544,-0.0241206055507064,0.164413350634277,,
266,-0.002705208775,-0.0173366852395702,0.161951038520783,,
267,-0.00270229211,-0.010552764928434,0.164413350634277,,
268,-0.002699375445,-0.00477386984857731,0.166875662747771,,
269,-0.00269645878,0.00351758830947801,0.166875662747771,,
270,-0.002693542115,0.00954773969715461,0.166875662747771,,
271,-0.00269062545,0.0173366852395702,0.166875662747771,,
272,-0.002687708785,0.0253768870898057,0.169337974861264,,
273,-0.00268479212,0.0316582947853021,0.169337974861264,,
274,-0.002681875455,0.0386934714042582,0.171800286974758,,
275,-0.00267895879,0.0444723664841149,0.169337974861264,,
276,-0.002676042125,0.0512562867952511,0.171800286974758,,
277,-0.00267312546,0.0572864381829277,0.174262599088252,,
278,-0.002670208795,0.0630653332627844,0.171800286974758,,
279,-0.00266729213,0.0680904594191816,0.174262599088252,,
280,-0.002664375465,0.0723618166521192,0.171800286974758,,
281,-0.0026614588,0.076130661269417,0.174262599088252,,
282,-0.002658542135,0.0798995058867149,0.176724911201745,,
283,-0.00265562547,0.0826633252727333,0.176724911201745,,
284,-0.002652708805,0.0844221194274724,0.176724911201745,,
285,-0.00264979214,0.0861809135822114,0.176724911201745,,
286,-0.002646875475,0.0851758883509319,0.181649535428733,,
287,-0.00264395881,0.0851758883509319,0.179187223315239,,
288,-0.002641042145,0.0849246320431121,0.181649535428733,,
289,-0.00263812548,0.0819095563492738,0.18657415965572,,
290,-0.002635208815,0.0791457369632553,0.18657415965572,,
291,-0.00263229215,0.0766331738850567,0.191498783882707,,
292,-0.002629375485,0.0713567914208397,0.18657415965572,,
293,-0.00262645882,0.0663316652644426,0.191498783882707,,
294,-0.002623542155,0.0623115643393248,0.193961095996201,,
295,-0.00262062549,0.0560301566438284,0.193961095996201,,
296,-0.002617708825,0.0500000052561518,0.196423408109695,,
297,-0.00261479216,0.0437185975606553,0.193961095996201,,
298,-0.002611875495,0.0364321646338794,0.196423408109695,,
299,-0.00260895883,0.0293969880149234,0.201348032336682,,
300,-0.002606042165,0.0218592987803277,0.201348032336682,,
301,-0.0026031255,0.0140703532379121,0.196423408109695,,
302,-0.002600208835,0.00703517661895603,0.203810344450176,,
303,-0.00259729217,-0.00100502523127943,0.201348032336682,,
304,-0.002594375505,-0.00854271446587518,0.206272656563669,,
305,-0.00259145884,-0.0143216095457319,0.206272656563669,,
306,-0.002588542175,-0.0218592987803277,0.208734968677163,,
307,-0.00258562551,-0.0278894501680043,0.206272656563669,,
308,-0.002582708845,-0.033668345247861,0.206272656563669,,
309,-0.00257979218,-0.0391959840198979,0.206272656563669,,
310,-0.002576875515,-0.0437185975606553,0.208734968677163,,
311,-0.00257395885,-0.0479899547935929,0.208734968677163,,
312,-0.002571042185,-0.0505025178717915,0.211197280790657,,
313,-0.00256812552,-0.0522613120265305,0.208734968677163,,
314,-0.002565208855,-0.0537688498734497,0.211197280790657,,
315,-0.00256229219,-0.0540201061812695,0.208734968677163,,
316,-0.002559375525,-0.0537688498734497,0.21365959290415,,
317,-0.00255645886,-0.0537688498734497,0.211197280790657,,
318,-0.002553542195,-0.0507537741796114,0.211197280790657,,
319,-0.00255062553,-0.0474874421779532,0.211197280790657,,
320,-0.002547708865,-0.0444723664841149,0.21365959290415,,
321,-0.0025447922,-0.0399497529433575,0.211197280790657,,
322,-0.002541875535,-0.0331658326322213,0.216121905017644,,
323,-0.00253895887,-0.0281407064758241,0.218584217131138,,
324,-0.002536042205,-0.0218592987803277,0.223508841358125,,
325,-0.00253312554,-0.0148241221613716,0.225971153471619,,
326,-0.002530208875,-0.00854271446587518,0.223508841358125,,
327,-0.00252729221,-0.00125628153909929,0.225971153471619,,
328,-0.002524375545,0.00678392031113617,0.230895777698606,,
329,-0.00252145888,0.0140703532379121,0.228433465585113,,
330,-0.002518542215,0.0211055298568681,0.228433465585113,,
331,-0.00251562555,0.0286432190914638,0.2333580898121,,
332,-0.002512708885,0.0359296520182397,0.2333580898121,,
333,-0.00250979222,0.0422110597137362,0.225971153471619,,
334,-0.002506875555,0.0482412111014128,0.230895777698606,,
335,-0.00250395889,0.0532663372578099,0.235820401925594,,
336,-0.002501042225,0.0582914634142071,0.240745026152581,,
337,-0.00249812556,0.0618090517236851,0.238282714039087,,
338,-0.002495208895,0.0648241274175234,0.240745026152581,,
339,-0.00249229223,0.0665829215722624,0.240745026152581,,
340,-0.002489375565,0.0683417157270014,0.243207338266075,,
341,-0.0024864589,0.0688442283426411,0.243207338266075,,
342,-0.002483542235,0.0680904594191816,0.245669650379568,,
343,-0.00248062557,0.0660804089566227,0.245669650379568,,
344,-0.002477708905,0.0648241274175234,0.245669650379568,,
345,-0.00247479224,0.0605527701845858,0.248131962493062,,
346,-0.002471875575,0.0565326692594681,0.245669650379568,,
347,-0.00246895891,0.0512562867952511,0.248131962493062,,
348,-0.002466042245,0.0457286480232142,0.245669650379568,,
349,-0.00246312558,0.0394472403277177,0.245669650379568,,
350,-0.002460208915,0.0331658326322213,0.245669650379568,,
351,-0.00245729225,0.0261306560132653,0.248131962493062,,
352,-0.002454375585,0.0180904541630298,0.248131962493062,,
353,-0.00245145892,0.0113065338518936,0.248131962493062,,
354,-0.002448542255,0.00376884461729787,0.248131962493062,,
355,-0.00244562559,-0.00251256307819858,0.248131962493062,,
356,-0.002442708925,-0.00954773969715461,0.250594274606556,,
357,-0.00243979226,-0.0160804037004709,0.248131962493062,,
358,-0.002436875595,-0.0228643240116071,0.250594274606556,,
359,-0.00243395893,-0.0281407064758241,0.250594274606556,,
360,-0.002431042265,-0.031909551093122,0.250594274606556,,
361,-0.0024281256,-0.0361809083260596,0.253056586720049,,
362,-0.002425208935,-0.0391959840198979,0.257981210947037,,
363,-0.00242229227,-0.040703521866817,0.255518898833543,,
364,-0.002419375605,-0.0414572907902766,0.255518898833543,,
365,-0.00241645894,-0.040703521866817,0.257981210947037,,
366,-0.002413542275,-0.038944727712078,0.262905835174024,,
367,-0.00241062561,-0.0364321646338794,0.26044352306053,,
368,-0.002407708945,-0.0331658326322213,0.262905835174024,,
369,-0.00240479228,-0.028391962783644,0.26044352306053,,
370,-0.002401875615,-0.023115580319427,0.26044352306053,,
371,-0.00239895895,-0.0175879415473901,0.267830459401011,,
372,-0.002396042285,-0.0123115590831731,0.270292771514505,,
373,-0.00239312562,-0.00452261354075745,0.272755083627999,,
374,-0.002390208955,0.00100502523127943,0.270292771514505,,
375,-0.00238729229,0.00954773969715461,0.272755083627999,,
376,-0.002384375625,0.0165829163161106,0.275217395741493,,
377,-0.00238145896,0.0236180929350667,0.28014201996848,,
378,-0.002378542295,0.0311557821696624,0.275217395741493,,
379,-0.00237562563,0.0369346772495192,0.28014201996848,,
380,-0.002372708965,0.0437185975606553,0.277679707854986,,
381,-0.0023697923,0.0482412111014128,0.28014201996848,,
382,-0.002366875635,0.0535175935656298,0.282604332081974,,
383,-0.00236395897,0.0570351818751078,0.282604332081974,,
384,-0.002361042305,0.0592964886454865,0.282604332081974,,
385,-0.00235812564,0.0597990012611263,0.282604332081974,,
386,-0.002355208975,0.0605527701845858,0.285066644195467,,
387,-0.00235229231,0.0597990012611263,0.285066644195467,,
388,-0.002349375645,0.0577889507985674,0.287528956308961,,
389,-0.00234645898,0.0547738751047291,0.287528956308961,,
390,-0.002343542315,0.0502512615639716,0.287528956308961,,
391,-0.00234062565,0.0464824169466738,0.287528956308961,,
392,-0.002337708985,0.0409547781746369,0.287528956308961,,
393,-0.00233479232,0.0344221141713206,0.287528956308961,,
394,-0.002331875655,0.0286432190914638,0.289991268422455,,
395,-0.00232895899,0.0211055298568681,0.292453580535948,,
396,-0.002326042325,0.0140703532379121,0.294915892649442,,
397,-0.00232312566,0.00728643292677589,0.289991268422455,,
398,-0.002320208995,-0.000502512615639716,0.292453580535948,,
399,-0.00231729233,-0.0060301513876766,0.294915892649442,,
400,-0.002314375665,-0.0115577901597135,0.297378204762936,,
401,-0.002311459,-0.0168341726239305,0.297378204762936,,
402,-0.002308542335,-0.0213567861646879,0.294915892649442,,
403,-0.00230562567,-0.0236180929350667,0.299840516876429,,
404,-0.002302709005,-0.0261306560132653,0.302302828989923,,
405,-0.00229979234,-0.0278894501680043,0.297378204762936,,
406,-0.002296875675,-0.0278894501680043,0.302302828989923,,
407,-0.00229395901,-0.0276381938601844,0.309689765330404,,
408,-0.002291042345,-0.0253768870898057,0.309689765330404,,
409,-0.00228812568,-0.0218592987803277,0.309689765330404,,
410,-0.002285209015,-0.0178391978552099,0.30722745321691,,
411,-0.00228229235,-0.0130653280066326,0.30722745321691,,
412,-0.002279375685,-0.00804020185023546,0.314614389557391,,
413,-0.00227645902,-0.00175879415473901,0.314614389557391,,
