Address,USB0::0x0957::0x0E0B::MY51260980::0::INSTR
12890000,6.88793397785048E-06
12900000,8.26424547994975E-06
12910000,8.41862038214458E-06
12920000,1.20735176096787E-05
12930000,1.2975621757505E-05
12940000,1.30304606500431E-05
12950000,1.27609100672998E-05
12960000,1.17371282613021E-05
12970000,1.05705157693592E-05
12980000,9.48270007938845E-06
12990000,8.61759417603025E-06
13000000,7.7412269092747E-06
13010000,6.85531495037139E-06
13020000,5.20258117830963E-06
13030000,3.43543842973304E-06
13040000,4.88632122142008E-06
13050000,4.34408366345451E-06
13060000,4.93067636853084E-06
13070000,2.65992503045709E-06
13080000,6.52652715871227E-06
13090000,8.98069447430316E-06
13100000,9.98847099253908E-06
13110000,9.9990493254154E-06
13120000,9.23983225220582E-06
13130000,6.78702417644672E-06
13140000,3.78739878215129E-06
13150000,3.43463398166932E-06
13160000,4.71125213152845E-06
13170000,4.70066015623161E-06
13180000,5.0412545533618E-06
13190000,6.12548365097609E-06
13200000,7.11449138179887E-06
13210000,7.88314901001286E-06
13220000,8.57859777170233E-06
13230000,8.73884528118651E-06
13240000,8.68516417540377E-06
13250000,7.89637942943955E-06
13260000,6.35664400761016E-06
13270000,4.79952404930373E-06
13280000,4.12864528698265E-06
13290000,4.16171496908646E-06
13300000,6.67326503389631E-06
13310000,9.48158503888408E-06
13320000,1.18227653729264E-05
13330000,1.27597631944809E-05
13340000,1.27579151012469E-05
13350000,1.16306928248378E-05
13360000,8.75790010468336E-06
13370000,5.87343356528436E-06
13380000,8.79363960848423E-06
13390000,9.77454237727216E-06
13400000,9.77312629402149E-06
13410000,8.77528600540245E-06
13420000,6.90760271027102E-06
13430000,5.91708203501184E-06
13440000,5.6052117543004E-06
13450000,5.62213153898483E-06
13460000,7.10482345311902E-06
13470000,7.28231452740147E-06
13480000,7.15531086825649E-06
13490000,6.07145921094343E-06
13500000,4.63690594187938E-06
13510000,3.74230103261652E-06
13520000,3.4534737096692E-06
13530000,3.38610675498785E-06
13540000,5.08644598085084E-06
13550000,6.40566486254102E-06
13560000,7.18258843335207E-06
13570000,7.29477915228927E-06
13580000,7.23362882126821E-06
13590000,6.71260022500064E-06
13600000,5.59560021429206E-06
13610000,4.04943602916319E-06
13620000,2.64437858277233E-06
13630000,2.41581733462226E-06
13640000,5.42090992894373E-06
13650000,7.69293637858937E-06
13660000,9.57948850555113E-06
13670000,1.0320052751922E-05
13680000,1.03170059446711E-05
13690000,9.28037206904264E-06
13700000,6.52288463243167E-06
13710000,4.01267197958077E-06
13720000,4.87494935441646E-06
13730000,4.92509752803016E-06
13740000,5.11309463036014E-06
13750000,4.4395969780453E-06
13760000,3.46225670000422E-06
13770000,2.53705184150022E-06
13780000,2.46632407652214E-06
13790000,2.55200757237617E-06
13800000,5.63931826036423E-06
13810000,7.16631757313735E-06
13820000,8.66316713654669E-06
13830000,1.03054562714533E-05
13840000,1.23274976431276E-05
13850000,1.42662729558651E-05
13860000,1.49428651639028E-05
13870000,1.49204870467656E-05
13880000,1.36822227432276E-05
13890000,1.10275532279047E-05
13900000,8.39794665807858E-06
13910000,6.90844353812281E-06
13920000,7.87914359534625E-06
13930000,8.02753220341401E-06
13940000,1.21532639241195E-05
13950000,1.40731017381768E-05
13960000,1.55724792421097E-05
13970000,1.63921886269236E-05
13980000,1.6399677406298E-05
13990000,1.5372581401607E-05
14000000,1.19704172902857E-05
14010000,7.09631103745778E-06
14020000,5.12852602696512E-06
14030000,5.20628282174584E-06
14040000,5.77745959162712E-06
14050000,5.23224889548146E-06
14060000,3.66212816516054E-06
14070000,2.40371923609928E-06
14080000,1.75952936842805E-06
14090000,1.41239172535279E-06
14100000,2.79268965641677E-06
14110000,3.31910723616602E-06
14120000,3.36639050146914E-06
14130000,3.28684927808354E-06
14140000,3.76223988496349E-06
14150000,5.26016037838417E-06
14160000,6.9177222030703E-06
14170000,7.78949106461369E-06
14180000,7.83300856710412E-06
14190000,7.51790048525436E-06
14200000,6.53058759780834E-06
14210000,5.46274213775177E-06
14220000,4.07464176532812E-06
14230000,2.35560833061754E-06
14240000,5.29137423654902E-06
14250000,6.98709163771127E-06
14260000,8.04109004093334E-06
14270000,9.39151232159929E-06
14280000,1.10067385321599E-05
14290000,1.16157798402128E-05
14300000,1.15931516120327E-05
14310000,1.04801874840632E-05
14320000,8.20755758468295E-06
14330000,6.35372816759627E-06
14340000,6.89244552631862E-06
14350000,6.98222629580414E-06
14360000,8.45969043439254E-06
14370000,8.44829264678992E-06
14380000,7.86576038080966E-06
14390000,7.12455084794783E-06
14400000,6.42123359284597E-06
14410000,5.36723064215039E-06
14420000,4.44058105131262E-06
14430000,4.27349914389197E-06
14440000,5.42005636816612E-06
14450000,6.13899874224444E-06
14460000,6.63052196614444E-06
14470000,6.75844466968556E-06
14480000,6.75340106681688E-06
14490000,6.5839203671203E-06
14500000,6.27454346613376E-06
14510000,5.87538488616701E-06
14520000,5.62801187697914E-06
14530000,6.63377295495593E-06
14540000,8.30169119581115E-06
14550000,9.52386380959069E-06
14560000,9.69010034168605E-06
14570000,9.44692146731541E-06
14580000,8.20380591903813E-06
14590000,7.01790713719674E-06
14600000,6.49578441880294E-06
14610000,5.74807745579164E-06
14620000,4.52604945166968E-06
14630000,4.28620660386514E-06
14640000,6.52138396617374E-06
14650000,7.30794454284478E-06
14660000,7.58689793656231E-06
14670000,7.59150634621619E-06
14680000,7.41436451789923E-06
14690000,6.92184039507993E-06
14700000,6.35885908195633E-06
14710000,6.31504599368782E-06
14720000,7.22298273103661E-06
14730000,7.31927093511331E-06
14740000,9.33761020860402E-06
14750000,9.3475000539911E-06
14760000,8.64425328472862E-06
14770000,6.3219099502021E-06
14780000,4.20988226323971E-06
14790000,4.29885631092475E-06
14800000,7.31075215298915E-06
14810000,8.72680266184034E-06
14820000,9.6740213848534E-06
14830000,1.0328256394132E-05
14840000,1.08817348518642E-05
14850000,1.15149950943305E-05
14860000,1.18863990792306E-05
14870000,1.18828893391765E-05
14880000,1.10170331026893E-05
14890000,8.42534700495889E-06
14900000,5.44432350579882E-06
14910000,4.59676903119544E-06
14920000,4.59472039437969E-06
14930000,4.31993476013304E-06
14940000,4.19634625359322E-06
14950000,4.2465344449738E-06
14960000,6.23568212176906E-06
14970000,6.62043930788059E-06
14980000,6.52163407721673E-06
14990000,4.97547262057196E-06
15000000,3.7296570098988E-06
15010000,3.819956418738E-06
15020000,4.60812725577853E-06
15030000,4.10477969126077E-06
15040000,3.17095418722602E-06
15050000,3.27520001519588E-06
15060000,6.9535299189738E-06
15070000,8.75041132530896E-06
15080000,9.51234778767684E-06
15090000,9.51669426285662E-06
15100000,8.76241119840415E-06
15110000,6.33929357718444E-06
15120000,5.44253180123633E-06
15130000,5.54920370632317E-06
15140000,7.50491471990244E-06
15150000,7.55820337872137E-06
15160000,7.4353301897645E-06
15170000,6.95081735102576E-06
15180000,6.19064576312667E-06
15190000,5.26795156474691E-06
15200000,4.43983253717306E-06
15210000,4.29210422225879E-06
15220000,5.14276371177402E-06
15230000,5.23489097759011E-06
15240000,7.42783549867454E-06
15250000,8.01290207164129E-06
15260000,8.08559343568049E-06
15270000,8.00817088020267E-06
15280000,7.56671215640381E-06
15290000,7.08322068021516E-06
15300000,6.82183599565178E-06
15310000,6.33523086435162E-06
15320000,4.88662772113457E-06
15330000,2.64768709712371E-06
15340000,3.0974611036072E-06
15350000,2.7828830297949E-06
15360000,3.11197322844237E-06
15370000,2.67738346337865E-06
15380000,5.23060407431331E-06
15390000,5.70061502003227E-06
15400000,5.68608766116085E-06
15410000,4.94752339363913E-06
15420000,3.93160189560149E-06
15430000,3.6809374250879E-06
15440000,4.70022177978535E-06
15450000,5.57277735424577E-06
15460000,6.36728736935765E-06
15470000,6.8122249103908E-06
15480000,6.8451327024377E-06
15490000,6.755157301086E-06
15500000,6.25070197202149E-06
15510000,5.45929151485325E-06
15520000,4.75948354505817E-06
15530000,4.12262943427777E-06
15540000,3.16325827043329E-06
15550000,3.26528584082553E-06
15560000,6.50413812763873E-06
15570000,6.93564879838959E-06
15580000,6.91485320203356E-06
15590000,6.35626292933011E-06
15600000,5.487558155437E-06
15610000,4.58474232800654E-06
15620000,3.86518604500452E-06
15630000,3.46116507898842E-06
15640000,3.11479902848077E-06
15650000,2.70736632046464E-06
15660000,2.19326284423005E-06
15670000,1.59848639214033E-06
15680000,1.67984615018213E-06
15690000,1.73454952800967E-06
15700000,4.71010207547806E-06
15710000,7.20849766366882E-06
15720000,8.37236621009652E-06
15730000,7.59826207286096E-06
15740000,8.36616436572513E-06
15750000,7.13100598659366E-06
15760000,1.3879022844776E-05
15770000,2.27148302656133E-05
15780000,2.73768564511556E-05
15790000,3.40546539518982E-05
15800000,5.42378838872537E-05
15810000,8.50294964038767E-05
15820000,0.000122459270642139
15830000,0.000170214436366223
15840000,0.000230549805564806
15850000,0.000305672670947388
15860000,0.000389846711186692
15870000,0.000486107164761052
15880000,0.000592969416175038
15890000,0.000700410222634673
15900000,0.000798223773017526
15910000,0.000887797097675502
15920000,0.000951122026890516
15930000,0.000990700675174594
15940000,0.00100330368150026
15950000,0.00100315827876329
15960000,0.000987443956546485
15970000,0.00094558484852314
15980000,0.000883435423020273
15990000,0.000799224828369915
16000000,0.00070510437944904
16010000,0.000601547304540873
16020000,0.000496718159411103
16030000,0.00039561401354149
16040000,0.000309545575873926
16050000,0.000234811872360297
16060000,0.000175145425600931
16070000,0.000125894555822015
16080000,8.75078476383351E-05
16090000,5.93613767705392E-05
16100000,4.13359521189705E-05
16110000,3.1280822440749E-05
16120000,2.27911259571556E-05
16130000,1.33856301545165E-05
16140000,9.17632405617042E-06
16150000,7.23524772183737E-06
16160000,5.94838638789952E-06
16170000,6.13286056250217E-06
16180000,1.18808093247935E-05
16190000,1.50502446558676E-05
16200000,1.80303650267888E-05
16210000,1.98884354176698E-05
16220000,2.07409884751542E-05
16230000,2.08443161682226E-05
16240000,2.07943248824449E-05
16250000,2.04193820536602E-05
16260000,1.94774511328433E-05
16270000,1.74835349753266E-05
16280000,1.38663353936863E-05
16290000,9.21027913136641E-06
16300000,4.78524043501238E-06
16310000,3.84520672014332E-06
16320000,4.59138254882419E-06
16330000,4.68278039988945E-06
16340000,7.67898200138006E-06
16350000,8.51631102705142E-06
16360000,8.54587415233254E-06
16370000,8.31388297228841E-06
16380000,7.77212062530452E-06
16390000,7.15718715582625E-06
16400000,6.27644476480782E-06
16410000,5.01849899592344E-06
16420000,3.36967900693708E-06
16430000,2.80009362541023E-06
16440000,6.12271833233535E-06
16450000,7.19196077625384E-06
16460000,7.19849504093872E-06
16470000,6.42088753011194E-06
16480000,8.12400139693636E-06
16490000,8.36084109323565E-06
16500000,1.17478475658572E-05
16510000,1.17426125143538E-05
16520000,1.07212117654854E-05
16530000,8.5441097326111E-06
16540000,5.81777567276731E-06
16550000,4.00572753278539E-06
16560000,7.0594883254671E-06
16570000,8.87306578079006E-06
16580000,9.12487848836463E-06
16590000,8.83454231370706E-06
16600000,6.88761929268367E-06
16610000,4.5769502321491E-06
16620000,3.41187910635199E-06
16630000,2.06505774258403E-06
16640000,6.37913262835355E-06
16650000,1.07139248939347E-05
16660000,1.3195622159401E-05
16670000,1.33916591948946E-05
16680000,1.26401137094945E-05
16690000,9.81754419626668E-06
16700000,6.22296056462801E-06
16710000,4.80147355119698E-06
16720000,9.30159603740321E-06
16730000,1.1684137461998E-05
16740000,1.21630237117643E-05
16750000,1.19347323561669E-05
16760000,9.68007952906191E-06
16770000,5.89605178902275E-06
16780000,2.91804121843597E-06
16790000,1.27486703149771E-06
16800000,3.10557425109437E-06
16810000,5.11258213009569E-06
16820000,5.98107817495475E-06
16830000,4.95813401357736E-06
16840000,5.97934558754787E-06
16850000,2.89628906102735E-06
16860000,5.95786423218669E-06
16870000,7.50083654565969E-06
16880000,7.97204666014295E-06
16890000,7.97328993940027E-06
16900000,7.73586907598656E-06
16910000,7.68256904848386E-06
16920000,7.90653939475305E-06
16930000,7.9042056313483E-06
16940000,7.42926113161957E-06
16950000,6.51994014333468E-06
16960000,5.99776058152202E-06
16970000,6.04398337600287E-06
16980000,9.61450496106409E-06
16990000,1.16209657790023E-05
17000000,1.23176105262246E-05
17010000,1.23102690849919E-05
17020000,1.13448049887666E-05
17030000,8.93427022674587E-06
17040000,5.3694184316555E-06
17050000,3.12945417135779E-06
17060000,3.24305005960923E-06
17070000,3.18553270517441E-06
17080000,2.512071887395E-06
17090000,1.70100304330845E-06
17100000,2.38362281379523E-06
17110000,2.45163732870424E-06
17120000,3.9775695768185E-06
17130000,4.41660222350038E-06
17140000,4.50655443273718E-06
17150000,4.49980552730267E-06
17160000,4.34288995165844E-06
17170000,4.1631701606093E-06
17180000,5.49320111531415E-06
17190000,8.08331333246315E-06
17200000,1.0596969332255E-05
17210000,1.14557578854146E-05
17220000,1.14231270345044E-05
17230000,9.92145487543894E-06
17240000,6.99133715897915E-06
17250000,4.4926155169378E-06
17260000,2.7331218461768E-06
17270000,2.87828720502148E-06
17280000,9.06275363377063E-06
17290000,1.15914745038026E-05
17300000,1.24313546621124E-05
17310000,1.24258149298839E-05
17320000,1.15725033538183E-05
17330000,1.05199087556684E-05
17340000,1.04191767604789E-05
17350000,1.02915064417175E-05
17360000,8.85162535269046E-06
17370000,5.81783206143882E-06
17380000,5.38094445801107E-06
17390000,5.51371113033383E-06
17400000,7.99115969130071E-06
17410000,8.5341534941108E-06
17420000,9.14838074095314E-06
17430000,1.03447355286335E-05
17440000,1.17292547656689E-05
17450000,1.25791184473201E-05
17460000,1.26208851725096E-05
17470000,1.2104062079743E-05
17480000,1.00339038908714E-05
17490000,6.57706550555304E-06
17500000,3.61380784852372E-06
17510000,3.55666315954295E-06
17520000,3.55721795131103E-06
17530000,3.10776817968872E-06
17540000,2.50742778007407E-06
17550000,2.54774272434588E-06
17560000,4.49136177849141E-06
17570000,5.88891953157145E-06
17580000,7.0911673901719E-06
17590000,7.69009602663573E-06
17600000,7.73654937802348E-06
17610000,7.63830212235916E-06
17620000,8.2660171756288E-06
17630000,9.44592193263816E-06
17640000,1.04838036349975E-05
17650000,1.10190649138531E-05
17660000,1.11207000372815E-05
17670000,1.10873561425251E-05
17680000,1.0498239134904E-05
17690000,8.88660360942595E-06
17700000,6.26682140136836E-06
17710000,4.10965685659903E-06
17720000,3.37008418682672E-06
17730000,3.20737945003202E-06
17740000,3.1462325296161E-06
17750000,3.16380965159624E-06
17760000,3.63942558578856E-06
17770000,3.643279796961E-06
17780000,3.49619108419574E-06
17790000,3.10634732159087E-06
17800000,3.81553445549798E-06
17810000,3.89793240174185E-06
17820000,5.76353204451152E-06
17830000,6.35460855846759E-06
17840000,6.98735811965889E-06
17850000,7.94759853306459E-06
17860000,9.20722595765255E-06
17870000,1.01698096841574E-05
17880000,1.04035052572726E-05
17890000,1.03567208498134E-05
17900000,9.76080355030717E-06
17910000,9.05502110981615E-06
17920000,8.71300562721444E-06
17930000,8.15749626781326E-06
17940000,6.52450671623228E-06
17950000,5.50630738871405E-06
17960000,9.5347413662239E-06
17970000,1.07492342067417E-05
17980000,1.07735750134452E-05
17990000,1.0275051863573E-05
18000000,9.16924091143301E-06
18010000,7.90537887951359E-06
18020000,6.47882961857249E-06
18030000,5.26595840710797E-06
18040000,5.03742012369912E-06
18050000,5.09460096509429E-06
18060000,6.45951149635948E-06
18070000,6.52890503261006E-06
18080000,6.41118185740197E-06
18090000,5.94402581555187E-06
18100000,5.68434961678577E-06
18110000,5.64433503313921E-06
18120000,5.24724418937694E-06
18130000,4.03465310228057E-06
18140000,2.25418966692814E-06
18150000,1.83577969892212E-06
18160000,4.85986038256669E-06
18170000,7.23030507288058E-06
18180000,8.72738200996537E-06
18190000,8.80390598467784E-06
18200000,8.35872015159111E-06
18210000,7.10432686901186E-06
18220000,7.2261568675458E-06
18230000,7.51441166357836E-06
18240000,7.51671450416325E-06
18250000,7.34463128537755E-06
18260000,6.93036236043554E-06
18270000,6.26597693553776E-06
18280000,5.60257149118115E-06
18290000,5.67811230212101E-06
18300000,5.72703811485553E-06
18310000,5.5841546782176E-06
18320000,4.62005300505552E-06
18330000,3.05674711853499E-06
18340000,2.54502947427682E-06
18350000,2.62159005615104E-06
18360000,4.46640251539066E-06
18370000,4.95044696435798E-06
18380000,5.56508439331083E-06
18390000,5.80888217882602E-06
18400000,5.7758052207646E-06
18410000,4.84593419969315E-06
18420000,3.35823460773099E-06
18430000,3.50113782587869E-06
18440000,8.00420002633473E-06
18450000,8.90373758011265E-06
18460000,8.90378669282654E-06
18470000,8.31232318887487E-06
18480000,7.57561065256596E-06
18490000,7.22615322956699E-06
18500000,6.3121888160822E-06
18510000,4.30839372711489E-06
18520000,3.60607828042703E-06
18530000,3.72350859834114E-06
18540000,6.78699598211097E-06
18550000,7.94590596342459E-06
18560000,8.73579210747266E-06
18570000,8.99046699487371E-06
18580000,8.98781308933394E-06
18590000,8.55260259413626E-06
18600000,7.19838681106921E-06
18610000,5.66973221793887E-06
18620000,5.45558168596472E-06
18630000,5.51667926629307E-06
18640000,5.44089061804698E-06
18650000,4.96016218676232E-06
18660000,4.33084551332286E-06
18670000,3.69200643035583E-06
18680000,3.57829958375078E-06
18690000,3.62272999154811E-06
18700000,5.30369743501069E-06
18710000,5.62925515623647E-06
18720000,5.61828892386984E-06
18730000,5.21047513757367E-06
18740000,5.76040883970563E-06
18750000,7.35662388251512E-06
18760000,8.95631910680095E-06
18770000,9.7861075118999E-06
18780000,9.88528881862294E-06
18790000,9.73922306002351E-06
18800000,8.89342027221574E-06
18810000,7.39459073884063E-06
18820000,5.63807361686486E-06
18830000,4.11902328778524E-06
18840000,3.2394282243331E-06
18850000,2.9368184186751E-06
18860000,2.91044807454455E-06
18870000,2.69553606813133E-06
18880000,2.99621478916379E-06
18890000,3.09704432766011E-06
18900000,6.82008158037206E-06
18910000,9.12707673705881E-06
18920000,1.11385324998992E-05
18930000,1.24033695101389E-05
18940000,1.26597951748408E-05
18950000,1.25574479170609E-05
18960000,1.15482525870902E-05
18970000,9.82111396297114E-06
18980000,7.7401509770425E-06
18990000,5.83534392717411E-06
19000000,4.91359469378949E-06
19010000,4.62738853457267E-06
19020000,4.24144309363328E-06
19030000,3.39340044774872E-06
19040000,2.21697177948954E-06
19050000,1.53105611389037E-06
19060000,3.14238855025906E-06
19070000,4.21358072344447E-06
19080000,4.61644458482624E-06
19090000,4.61161152998102E-06
19100000,4.39226960224914E-06
19110000,5.70896736462601E-06
19120000,7.55894916437683E-06
