Address,USB0::0x0957::0x0E0B::MY51260980::0::INSTR
12890000,7.13153349352069E-06
12900000,5.01102522321162E-06
12910000,3.19210084853694E-06
12920000,2.29828219744377E-06
12930000,2.29933220907697E-06
12940000,3.46800266015634E-06
12950000,4.1260577745561E-06
12960000,4.52259428129764E-06
12970000,4.73922091259738E-06
12980000,5.09255823999411E-06
12990000,5.37515597898164E-06
13000000,5.3751859923068E-06
13010000,4.99102043249877E-06
13020000,4.40259236711427E-06
13030000,4.60099636256928E-06
13040000,4.60864157503238E-06
13050000,4.26384031015914E-06
13060000,2.93314406007994E-06
13070000,1.83973236289603E-06
13080000,4.38423467130633E-06
13090000,6.10587358096382E-06
13100000,7.03645991961821E-06
13110000,7.08855486664106E-06
13120000,6.77276239002822E-06
13130000,5.55728092876961E-06
13140000,4.16766579292016E-06
13150000,3.44397335538815E-06
13160000,4.66544952359982E-06
13170000,5.34264290763531E-06
13180000,5.45966213394422E-06
13190000,5.4253082453215E-06
13200000,5.17504258823465E-06
13210000,5.72898761674878E-06
13220000,6.9308284764702E-06
13230000,8.0753343354445E-06
13240000,8.25593178888084E-06
13250000,7.93812614574563E-06
13260000,6.26273413217859E-06
13270000,6.18506373939454E-06
13280000,1.13879714263021E-05
13290000,1.2894646715722E-05
13300000,1.29666859720601E-05
13310000,1.23480940601439E-05
13320000,1.0187044608756E-05
13330000,7.38994731364073E-06
13340000,5.28161854163045E-06
13350000,4.57627538708039E-06
13360000,5.03195042256266E-06
13370000,5.06767992192181E-06
13380000,5.2753839554498E-06
13390000,4.90203728986671E-06
13400000,4.17957062381902E-06
13410000,3.39049620379228E-06
13420000,2.67008636001265E-06
13430000,1.99640794562583E-06
13440000,2.84082943835529E-06
13450000,2.9289305985003E-06
13460000,4.45966679762932E-06
13470000,3.86525516660186E-06
13480000,4.45770456281025E-06
13490000,2.62360777014692E-06
13500000,1.87256387107482E-06
13510000,1.89924003279884E-06
13520000,3.8491170926136E-06
13530000,4.88695741296397E-06
13540000,5.62161449124687E-06
13550000,5.95503070144332E-06
13560000,5.96582276557456E-06
13570000,5.7934048527386E-06
13580000,5.20737603437738E-06
13590000,4.20777041654219E-06
13600000,4.75445267511532E-06
13610000,4.93742163598654E-06
13620000,1.02102258097148E-05
13630000,1.11696199383005E-05
13640000,1.11696826934349E-05
13650000,1.04151586128864E-05
13660000,8.88951853994513E-06
13670000,7.40692848921753E-06
13680000,6.56223528494593E-06
13690000,6.69286600896157E-06
13700000,6.71205907565309E-06
13710000,6.52690414426615E-06
13720000,5.75220565224299E-06
13730000,5.01409613207215E-06
13740000,5.63155117561109E-06
13750000,5.68007590118214E-06
13760000,6.66900723444996E-06
13770000,7.23010452929884E-06
13780000,7.62443505664123E-06
13790000,7.6474498200696E-06
13800000,7.47687136026798E-06
13810000,6.9456318669836E-06
13820000,6.29775649940711E-06
13830000,5.62336845177924E-06
13840000,4.8782526391733E-06
13850000,4.39403947893879E-06
13860000,4.30120189776062E-06
13870000,4.26001633968554E-06
13880000,3.7470474580914E-06
13890000,2.59319244833023E-06
13900000,2.74245212494861E-06
13910000,2.83858253169456E-06
13920000,5.16622685609036E-06
13930000,5.67637425774592E-06
13940000,5.70722841075622E-06
13950000,5.52812934984104E-06
13960000,4.5346528168011E-06
13970000,2.86096837953664E-06
13980000,4.13650604969007E-06
13990000,4.24878180638189E-06
14000000,4.96680331707466E-06
14010000,4.12290864915121E-06
14020000,3.30651437252527E-06
14030000,3.44410682373564E-06
14040000,7.3275487011415E-06
14050000,8.51960521686124E-06
14060000,8.76797912496841E-06
14070000,8.73905992193613E-06
14080000,8.10228084446862E-06
14090000,6.75809860695153E-06
14100000,5.11339567310642E-06
14110000,3.74020623894467E-06
14120000,2.53413600148633E-06
14130000,2.20597303268733E-06
14140000,6.86277917338884E-06
14150000,1.03042848422774E-05
14160000,1.26453624034184E-05
14170000,1.33691846713191E-05
14180000,1.33411349452217E-05
14190000,1.22615774671431E-05
14200000,1.0338729225623E-05
14210000,8.23681784822838E-06
14220000,6.43612474959809E-06
14230000,6.15124781688792E-06
14240000,7.51365905671264E-06
14250000,7.64595824875869E-06
14260000,1.02107933344087E-05
14270000,1.0749889042927E-05
14280000,1.09985694507486E-05
14290000,1.14803997348645E-05
14300000,1.21320636026212E-05
14310000,1.23438258015085E-05
14320000,1.2275383596716E-05
14330000,1.12956513476092E-05
14340000,9.52284608501941E-06
14350000,8.05731087893946E-06
14360000,7.67177243687911E-06
14370000,8.18321041151648E-06
14380000,8.84239489096217E-06
14390000,9.1840638560825E-06
14400000,9.18964269658318E-06
14410000,8.84520341060124E-06
14420000,7.32689477445092E-06
14430000,5.06000469613355E-06
14440000,5.77793116462999E-06
14450000,5.92583910474787E-06
14460000,7.99021381681087E-06
14470000,7.94830157246906E-06
14480000,6.74534612699063E-06
14490000,4.4154862735013E-06
14500000,3.93554864785983E-06
14510000,4.09808399126632E-06
14520000,8.53594792715739E-06
14530000,9.1847796284128E-06
14540000,9.13660187507048E-06
14550000,7.77599234424997E-06
14560000,5.03986075273133E-06
14570000,3.11157577925769E-06
14580000,5.52508026885334E-06
14590000,6.81511392031098E-06
14600000,7.11902612238191E-06
14610000,7.07529488863656E-06
14620000,6.31669490758213E-06
14630000,5.08728135173442E-06
14640000,3.90577679354465E-06
14650000,3.16505861519545E-06
14660000,2.82698215414712E-06
14670000,2.85692226498213E-06
14680000,4.88126897835173E-06
14690000,5.67963115827297E-06
14700000,5.72770886719809E-06
14710000,5.56133591089747E-06
14720000,5.93386630498571E-06
14730000,7.14206680640928E-06
14740000,8.75679779710481E-06
14750000,1.06337338365847E-05
14760000,1.22341452879482E-05
14770000,1.27643425003043E-05
14780000,1.27050307128229E-05
14790000,1.11231665869127E-05
14800000,7.68520385463489E-06
14810000,4.02242039854173E-06
14820000,4.2456335904717E-06
14830000,4.34711728303228E-06
14840000,6.55759185974603E-06
14850000,6.73355589242419E-06
14860000,6.59922534396173E-06
14870000,5.70675001654308E-06
14880000,4.4955368139199E-06
14890000,3.13845634991594E-06
14900000,2.48091191679123E-06
14910000,2.59037597061251E-06
14920000,6.47164779365994E-06
14930000,7.48833326724707E-06
14940000,7.50754861655878E-06
14950000,6.87310875946423E-06
14960000,5.03870887769153E-06
14970000,2.89852528112533E-06
14980000,1.43971033139678E-06
14990000,1.03486388525198E-06
15000000,9.77668946688937E-07
15010000,8.30575288546243E-07
15020000,1.20740060083335E-06
15030000,1.29021861994261E-06
15040000,3.97361873183399E-06
15050000,5.78424305786029E-06
15060000,7.72224302636459E-06
15070000,9.0503754108795E-06
15080000,9.18621117307339E-06
15090000,8.97050904313801E-06
15100000,7.99306144472212E-06
15110000,7.37394566385774E-06
15120000,7.10717586116516E-06
15130000,6.41618180452497E-06
15140000,5.17440594194341E-06
15150000,3.91747880712501E-06
15160000,3.09718575408624E-06
15170000,2.87496436612855E-06
15180000,6.86468911226257E-06
15190000,9.99717303784564E-06
15200000,1.19533297038288E-05
15210000,1.25258802654571E-05
15220000,1.25184151329449E-05
15230000,1.17963409138611E-05
15240000,1.02687508842791E-05
15250000,8.22054062155075E-06
15260000,5.94548055232735E-06
15270000,3.87845466320869E-06
15280000,2.15748855225684E-06
15290000,1.32402817598631E-06
15300000,2.87733564618975E-06
15310000,3.98079782826244E-06
15320000,4.8903598326433E-06
15330000,5.64502443012316E-06
15340000,6.25586062596994E-06
15350000,6.82826248521451E-06
15360000,7.29662679077592E-06
15370000,7.67377969168592E-06
15380000,8.03046532382723E-06
15390000,8.68910046847304E-06
15400000,9.82096116786124E-06
15410000,1.14737458716263E-05
15420000,1.30446424009278E-05
15430000,1.37374881887808E-05
15440000,1.37334318424109E-05
15450000,1.27883986351662E-05
15460000,1.0578896763036E-05
15470000,8.07690412329976E-06
15480000,6.44257988824393E-06
15490000,5.84954204896349E-06
15500000,5.91683146922151E-06
15510000,5.961533588561E-06
15520000,8.06862863100832E-06
15530000,8.83343091118149E-06
15540000,8.84544715518132E-06
15550000,8.29770397103857E-06
15560000,6.47687693344778E-06
15570000,4.04110778617905E-06
15580000,2.05334958991443E-06
15590000,1.09841755602247E-06
15600000,1.45895944569929E-06
15610000,1.54316683165234E-06
15620000,3.74278943127138E-06
15630000,3.99650798499351E-06
15640000,3.94575636164518E-06
15650000,4.16033208239242E-06
15660000,4.88026171296951E-06
15670000,5.09099436385441E-06
15680000,5.37997539140633E-06
15690000,6.41239284959738E-06
15700000,7.71570466895355E-06
15710000,8.57894792716252E-06
15720000,8.65156744112028E-06
15730000,8.40279244584963E-06
15740000,7.21304195394623E-06
15750000,5.77780065214029E-06
15760000,6.76235140417703E-06
15770000,6.85559189150808E-06
15780000,7.55980136091239E-06
15790000,6.97949144523591E-06
15800000,5.04789568367414E-06
15810000,2.69828797172522E-06
15820000,2.69060205937421E-06
15830000,2.80931817542296E-06
15840000,7.70123187976424E-06
15850000,9.85598489933182E-06
15860000,1.0206068509433E-05
15870000,9.89769432635512E-06
15880000,7.62073614168912E-06
15890000,4.3588538574113E-06
15900000,4.79792879559682E-06
15910000,4.95193580718478E-06
15920000,8.70474923431175E-06
15930000,9.25298263609875E-06
15940000,9.24051528272685E-06
15950000,8.53760866448283E-06
15960000,7.00539749232121E-06
15970000,5.36387369720615E-06
15980000,4.28044995715027E-06
15990000,3.90695049645728E-06
16000000,3.55158817910706E-06
16010000,3.15604211209575E-06
16020000,6.50196670903824E-06
16030000,8.85718236531829E-06
16040000,1.02147705547395E-05
16050000,1.04526443465147E-05
16060000,1.03276706795441E-05
16070000,9.08953370526433E-06
16080000,6.50120591672021E-06
16090000,4.26400310971076E-06
16100000,6.15395265413099E-06
16110000,7.12930250301724E-06
16120000,7.2810726123862E-06
16130000,7.33166871214053E-06
16140000,8.38324649521383E-06
16150000,9.83245536190225E-06
16160000,1.05655244624359E-05
16170000,1.05671724668355E-05
16180000,9.94567290035775E-06
16190000,8.76650847203564E-06
16200000,7.68425888963975E-06
16210000,6.79975119055598E-06
16220000,5.37108007847564E-06
16230000,4.15354588767514E-06
16240000,4.70095528726233E-06
16250000,4.49761409981875E-06
16260000,4.73649788546027E-06
16270000,3.55853967448638E-06
16280000,4.18250237999018E-06
16290000,4.2548667806841E-06
16300000,5.35760136699537E-06
16310000,5.82761686018785E-06
16320000,6.27719009571592E-06
16330000,6.50700303594931E-06
16340000,7.02904844729346E-06
16350000,7.66066386859166E-06
16360000,7.71737995819421E-06
16370000,8.52164157549851E-06
16380000,9.61865771387238E-06
16390000,7.56009467295371E-06
16400000,9.62021113082301E-06
16410000,6.17727573626325E-06
16420000,2.01166858460056E-05
16430000,3.44537111232057E-05
16440000,5.20513858646154E-05
16450000,7.60432158131152E-05
16460000,0.000109996042738203
16470000,0.000161325777298771
16480000,0.000229182274779305
16490000,0.000317455764161423
16500000,0.000420453288825229
16510000,0.000544362002983689
16520000,0.000681332545354962
16530000,0.000824140210170299
16540000,0.00097010494209826
16550000,0.00112065102439374
16560000,0.00124266173224896
16570000,0.00134964718017727
16580000,0.00142047659028322
16590000,0.00145246274769306
16600000,0.00145487615372986
16610000,0.0014442001702264
16620000,0.00139635684899986
16630000,0.00130674033425748
16640000,0.00118788389954716
16650000,0.00105463503859937
16660000,0.000905717955902219
16670000,0.000758646405301988
16680000,0.000618202611804008
16690000,0.000484436721308157
16700000,0.000369974906789139
16710000,0.000281031912891194
16720000,0.000211171573027968
16730000,0.000153835921082646
16740000,0.000103495563962497
16750000,6.65460102027282E-05
16760000,4.64017102785874E-05
16770000,3.24918983096723E-05
16780000,1.81043724296615E-05
16790000,1.13077330752276E-05
16800000,9.55887844611425E-06
16810000,7.81629387347493E-06
16820000,6.4804480643943E-06
16830000,5.94620678384672E-06
16840000,6.80930315866135E-06
16850000,6.89592616254231E-06
16860000,8.7975258793449E-06
16870000,8.88802514964482E-06
16880000,8.73433145898161E-06
16890000,7.71617487771437E-06
16900000,6.25376696916646E-06
16910000,4.90648608320043E-06
16920000,3.83847054763464E-06
16930000,3.2521418233955E-06
16940000,4.59648254036438E-06
16950000,4.74830721941544E-06
16960000,9.18753721634857E-06
16970000,1.11115778054227E-05
16980000,1.2015685570077E-05
16990000,1.20483300634078E-05
17000000,1.15497396109276E-05
17010000,9.62927151704207E-06
17020000,6.61910507915309E-06
17030000,3.77400760953606E-06
17040000,2.88836804429593E-06
17050000,2.91500941784761E-06
17060000,3.80885990125535E-06
17070000,4.90323373014689E-06
17080000,6.61833064441453E-06
17090000,8.54560130392201E-06
17100000,9.99727853923105E-06
17110000,1.10624105218449E-05
17120000,1.17009039968252E-05
17130000,1.18943999041221E-05
17140000,1.18819489216548E-05
17150000,1.14745080281864E-05
17160000,1.06560255517252E-05
17170000,9.45501415117178E-06
17180000,7.78036337578669E-06
17190000,5.77895707465359E-06
17200000,7.49667697164114E-06
17210000,7.72684325056616E-06
17220000,1.24253701869748E-05
17230000,1.30068274302175E-05
17240000,1.29971203932655E-05
17250000,1.24069010780659E-05
17260000,1.14648582894006E-05
17270000,1.07435935206013E-05
17280000,1.03814318208606E-05
17290000,1.09081847767811E-05
17300000,1.14169260996277E-05
17310000,1.16109649752616E-05
17320000,1.16110295493854E-05
17330000,1.14704807856469E-05
17340000,1.1182622074557E-05
17350000,1.06603602034738E-05
17360000,9.33868886932032E-06
17370000,6.86996509102755E-06
17380000,4.68135249320767E-06
17390000,4.77454159408808E-06
17400000,7.75327589508379E-06
17410000,8.13320730230771E-06
17420000,8.04685168986907E-06
17430000,6.72095802656258E-06
17440000,4.51959112979239E-06
17450000,3.83787119062617E-06
17460000,5.95545543546905E-06
17470000,6.61777676214115E-06
17480000,6.80660878060735E-06
17490000,6.80459925206378E-06
17500000,6.58610861137277E-06
17510000,6.64285789753194E-06
17520000,8.10805340734078E-06
17530000,9.96963444777066E-06
17540000,1.13961450551869E-05
17550000,1.21522116387496E-05
17560000,1.2495203918661E-05
17570000,1.25197320812731E-05
17580000,1.2340307876002E-05
17590000,1.1386181540729E-05
17600000,9.71099689195398E-06
17610000,7.97179836808937E-06
17620000,6.64526396576548E-06
17630000,5.71380815017619E-06
17640000,5.08739049109863E-06
17650000,4.82941049995134E-06
17660000,4.74233138447744E-06
17670000,4.31487796959118E-06
17680000,3.29883823724231E-06
17690000,2.47767775363172E-06
17700000,3.48873322764121E-06
17710000,4.04592628910905E-06
17720000,4.68435200673412E-06
17730000,5.98599126533372E-06
17740000,7.48878619560855E-06
17750000,7.95086270954926E-06
17760000,7.87117824074812E-06
17770000,6.48192644803203E-06
17780000,6.11263885730295E-06
17790000,6.24276526650647E-06
17800000,8.42514782561921E-06
17810000,8.41379642224638E-06
17820000,7.52525602365495E-06
17830000,6.09536346019013E-06
17840000,5.09255141878384E-06
17850000,4.32961496699136E-06
17860000,4.32833667218802E-06
17870000,4.41383463112288E-06
17880000,6.09736707701813E-06
17890000,5.51947550775367E-06
17900000,6.09835205978015E-06
17910000,4.73728732686141E-06
17920000,6.88759246258996E-06
17930000,7.65703316574218E-06
17940000,7.65938057156745E-06
17950000,6.81351320963586E-06
17960000,4.98151302963379E-06
17970000,4.07767447541119E-06
17980000,5.29448607267113E-06
17990000,6.08399750490207E-06
18000000,6.91281047693337E-06
18010000,7.48428101360332E-06
18020000,7.8227394624264E-06
18030000,8.22337460704148E-06
18040000,8.45547674543923E-06
18050000,8.42885583551833E-06
18060000,7.49012087908341E-06
18070000,5.17195167049067E-06
18080000,6.01423744228669E-06
18090000,6.22598872723756E-06
18100000,1.0221880984318E-05
18110000,1.03332477010554E-05
18120000,9.9071221484337E-06
18130000,8.13524547993438E-06
18140000,5.60728176424163E-06
18150000,3.11309850076213E-06
18160000,1.6007231806725E-06
18170000,1.62303842898837E-06
18180000,4.15493241234799E-06
18190000,5.24674078405951E-06
18200000,5.51295988771017E-06
18210000,5.51133234694134E-06
18220000,5.69251869819709E-06
18230000,6.18074955127668E-06
18240000,6.95232120051514E-06
18250000,7.61703859097906E-06
18260000,7.71974100644002E-06
18270000,7.53620497562224E-06
18280000,6.34292518952861E-06
18290000,4.52513313575764E-06
18300000,2.77828030448291E-06
18310000,2.03615809368785E-06
18320000,4.34118373959791E-06
18330000,5.81577523917076E-06
18340000,6.19043294136645E-06
18350000,6.09071184953791E-06
18360000,4.57114765595179E-06
18370000,3.05962385027669E-06
18380000,7.26069265510887E-06
18390000,9.5070918177953E-06
18400000,1.06057977973251E-05
18410000,1.07358710010885E-05
18420000,1.06442739706836E-05
18430000,1.00408688012976E-05
18440000,9.02111878531286E-06
18450000,7.48386310078786E-06
18460000,5.67617735214299E-06
18470000,4.13440420743427E-06
18480000,5.70706197322579E-06
18490000,5.88759394304361E-06
18500000,1.05602211988298E-05
18510000,1.16397177407634E-05
18520000,1.16643204819411E-05
18530000,1.10296050479519E-05
18540000,9.25111999094952E-06
18550000,8.39197946334025E-06
18560000,9.23592870094581E-06
18570000,9.30290752876317E-06
18580000,1.04689552244963E-05
18590000,1.04674390968285E-05
18600000,9.72956877376419E-06
18610000,7.55238625060883E-06
18620000,5.23695734955254E-06
18630000,4.4631151467911E-06
18640000,4.53896927865571E-06
18650000,4.59187322121579E-06
18660000,7.39075994715677E-06
18670000,9.02634656085866E-06
18680000,9.75198145169998E-06
18690000,9.77406489255372E-06
18700000,9.31198155740276E-06
18710000,7.56303870730335E-06
18720000,5.02426746606943E-06
18730000,3.48915978065634E-06
18740000,3.85220073439996E-06
18750000,3.64039169653552E-06
18760000,3.86792089557275E-06
18770000,3.00646479445277E-06
18780000,4.01860825149924E-06
18790000,4.15072099713143E-06
18800000,8.03730563347926E-06
18810000,9.34201580093941E-06
18820000,9.5022187451832E-06
18830000,9.36744891077979E-06
18840000,8.74123907124158E-06
18850000,8.22465517558157E-06
18860000,8.27060466690455E-06
18870000,8.27438361739041E-06
18880000,8.13741917227162E-06
18890000,7.59915019443724E-06
18900000,6.80584798828932E-06
18910000,5.98722363065463E-06
18920000,5.29725821252214E-06
18930000,4.1893085835909E-06
18940000,3.79111702386581E-06
18950000,3.96613904740661E-06
18960000,9.46586624195334E-06
18970000,1.11139243017533E-05
18980000,1.14448148451629E-05
18990000,1.14345530164428E-05
19000000,1.1632390851446E-05
19010000,1.32031427710899E-05
19020000,1.52383172462578E-05
19030000,1.66026038641576E-05
19040000,1.67355901794508E-05
19050000,1.64511420734925E-05
19060000,1.50926580317901E-05
19070000,1.33212861328502E-05
19080000,1.14833910629386E-05
19090000,1.01006207842147E-05
19100000,1.03513948488398E-05
19110000,1.12273755803471E-05
19120000,1.16401697596302E-05
